ID,Subject,Email_Body,Intent,Mentioned_Location,Mentioned_Price,Cleaned_Email_Body
391,rm11 offer,hi offerin 600k for the rm11 property. thx,Offer_Submission,RM11,600k,hi offerin 600k rm11 property thx
392,ub1 renting,we want the ub1 flat. offering 1300 pcm as asking. can pay deposit today.,Offer_Submission,UB1,1300 pcm,want ub1 flat offering 1300 pcm asking pay deposit today
393,(no subject),offering £950k for the sw14 house. vendor must leave all white goods.,Offer_Submission,SW14,£950k,offering £950k sw14 house vendor must leave white goods
394,E6 Let Offer,"Good morning, I wish to offer £1600 pcm for the flat in East Ham E6. I am willing to pay 6 months rent upfront to secure it quickly.",Offer_Submission,E6,£1600 pcm,good morning wish offer £1600 pcm flat east ham e6 willing pay 6 months rent upfront secure quickly
395,SE27,hi offering 450k for the flat in west norwood se27. chain free.,Offer_Submission,SE27,450k,hi offering 450k flat west norwood se27 chain free
396,Revised Offer N14,"Dear Sir/Madam, following the down-valuation by our mortgage lender, we must regrettably revise our offer on the N14 house to £680,000.",Offer_Submission,N14,"£680,000",dear sirmadam following downvaluation mortgage lender must regrettably revise offer n14 house £680000
397,ha8 offer,wanna offer 550k on the edgware ha8 house. let me know what vendor thinks.,Offer_Submission,HA8,550k,wanna offer 550k edgware ha8 house let know vendor thinks
398,w13 let,offering 1750 pcm for the w13 flat. need to move by end of the month.,Offer_Submission,W13,1750 pcm,offering 1750 pcm w13 flat need move end month
399,(no subject),£1.5m cash offer for the nw11 detached. no chain.,Offer_Submission,NW11,£1.5m,£15m cash offer nw11 detached chain
400,Offer SW20,"Hello, we are delighted to offer the asking price of £825,000 for the freehold semi-detached in Raynes Park SW20. We are first-time buyers with an AIP in place.",Offer_Submission,SW20,"£825,000",hello delighted offer asking price £825000 freehold semidetached raynes park sw20 firsttime buyers aip place
401 , Viewing request for 2-bed flat ," Dear Sir/Madam, I would like to arrange a viewing for the 2-bed leasehold flat advertised at £1,450 PCM. I am available evenings this week. Kind regards ", Viewing_Request , Islington N1 , £1450 PCM,dear sirmadam would like arrange viewing 2bed leasehold flat advertised £1450 pcm available evenings week kind regards
402 , can i view this pls ," hi, saw the studio in e14 going for £320 pw, can i come see it tomorrow? cheers ", Viewing_Request , E14 London , £320 pw,hi saw studio e14 going £320 pw come see tomorrow cheers
403 , Appointment to view property ," Good afternoon, I am interested in viewing the semi-detached freehold house listed at £525,000. Please advise suitable times. ", Viewing_Request , Croydon CR0 , £525000,good afternoon interested viewing semidetached freehold house listed £525000 please advise suitable times
405 , Viewing enquiry ," Dear agent, Could I book a viewing for the one-bedroom flat advertised at £1,200 PCM? I work locally and can attend during lunch hours. ", Viewing_Request , Camden NW1 , £1200 PCM,dear agent could book viewing onebedroom flat advertised £1200 pcm work locally attend lunch hours
406 , Flat viewing request ," Hi there, interested in the chain-free flat at £410k. Are there slots this weekend? Thanks ", Viewing_Request , Hackney E8 , £410000,hi interested chainfree flat £410k slots weekend thanks
407 , RE: property listing ," Please arrange a viewing for the maisonette listed at £275,000. I am a first-time buyer and mortgage agreed in principle. ", Viewing_Request , Enfield EN1 , £275000,please arrange viewing maisonette listed £275000 firsttime buyer mortgage agreed principle
408 , wanna see it , hey can i view that 3 bed in sw1 looks good £900k ish , Viewing_Request , SW1 London , £900000,hey view 3 bed sw1 looks good £900k ish
409 , Viewing request - urgent ," Good morning, I would like to view the property as soon as possible due to relocation. The rent of £1,800 PCM suits my budget. ", Viewing_Request , Stratford E15 , £1800 PCM,good morning would like view property soon possible due relocation rent £1800 pcm suits budget
411 , Viewing availability ," Dear team, Please confirm availability for viewing the detached house marketed at £1.2m. Regards ", Viewing_Request , Richmond TW9 , £1200000,dear team please confirm availability viewing detached house marketed £12m regards
412 , viewing pls , i want to see the place in ealing £1500 pcm asap , Viewing_Request , Ealing W5 , £1500 PCM,want see place ealing £1500 pcm asap
414 , need valuation , hi can someone come value my flat? thinking to sell around £350k , Valuation_Request , Leyton E10 , £350000,hi someone come value flat thinking sell around £350k
415 , Valuation enquiry ," Good afternoon, I am considering letting my property at approx £1,600 PCM and would appreciate a rental valuation. ", Valuation_Request , Clapham SW4 , £1600 PCM,good afternoon considering letting property approx £1600 pcm would appreciate rental valuation
417 , Request for market appraisal ," Please arrange a valuation visit for my chain-free property. Likely market value circa £700,000. ", Valuation_Request , Greenwich SE10 , £700000,please arrange valuation visit chainfree property likely market value circa £700000
418 , quick val pls , can u tell me what my flat is worth in todays market? around 400k maybe , Valuation_Request , Canary Wharf E14 , £400000,u tell flat worth todays market around 400k maybe
421 , Property appraisal request ," Kindly arrange for a valuer to attend and assess my leasehold flat. Estimated £285,000. ", Valuation_Request , Peckham SE15 , £285000,kindly arrange valuer attend assess leasehold flat estimated £285000
424 , how much is my house worth , hi just wondering value of my semi detached maybe £500k?? , Valuation_Request , Romford RM1 , £500000,hi wondering value semi detached maybe £500k
437 , Offer on property ," Dear agent, I would like to submit an offer of £450,000 for the freehold property, subject to survey. ", Offer_Submission , Walthamstow E17 , £450000,dear agent would like submit offer £450000 freehold property subject survey
438 , my offer , hi offering £1200 pcm for the flat can move in next month , Offer_Submission , Canary Wharf E14 , £1200 PCM,hi offering £1200 pcm flat move next month
439 , formal offer submission ," Please accept this email as my formal offer of £875,000 for the detached house. Chain-free buyer. ", Offer_Submission , Richmond TW10 , £875000,please accept email formal offer £875000 detached house chainfree buyer
440 , offer , i can do £300k quick sale no chain , Offer_Submission , Ilford IG2 , £300000,£300k quick sale chain
441 , Rental offer ," Dear team, I wish to offer £1,650 PCM for the advertised property, subject to references. ", Offer_Submission , Clapham SW4 , £1650 PCM,dear team wish offer £1650 pcm advertised property subject references
442 , bid , offering £510000 for the semi-detached hope acceptable , Offer_Submission , Barnet EN4 , £510000,offering £510000 semidetached hope acceptable
443 , Offer for flat ," Good afternoon, I would like to place an offer of £395,000 on the leasehold flat. Mortgage approved. ", Offer_Submission , Hackney E9 , £395000,good afternoon would like place offer £395000 leasehold flat mortgage approved
444 , offer asap , £1400 pcm take it or leave it need quick move , Offer_Submission , Croydon CR0 , £1400 PCM,£1400 pcm take leave need quick move
445 , property offer ," Dear Sir/Madam, I hereby submit an offer of £620,000 subject to contract and survey. ", Offer_Submission , Greenwich SE10 , £620000,dear sirmadam hereby submit offer £620000 subject contract survey
446 , my bid , hi can do £280k for the place let me know , Offer_Submission , Enfield EN3 , £280000,hi £280k place let know
447 , offer for rent , I would like to offer £950 PCM for the studio flat. Ready to proceed immediately. , Offer_Submission , Tottenham N15 , £950 PCM,would like offer £950 pcm studio flat ready proceed immediately
448 , quick offer , £720k no chain ready buyer pls respond , Offer_Submission , Wimbledon SW19 , £720000,£720k chain ready buyer pls respond
449 , revised offer ," Following viewing, I increase my offer to £465,000. ", Offer_Submission , Leyton E10 , £465000,following viewing increase offer £465000
450 , final offer , final offer £1300 pcm can sign this week , Offer_Submission , Ealing W5 , £1300 PCM,final offer £1300 pcm sign week
451,Chelsea flat viewing,"Dear Agent, I would like to view the 2-bed leasehold flat in SW3. At £1,250,000, I need to know the remaining lease length first.",Viewing_Request,SW3,"£1,250,000",dear agent would like view 2bed leasehold flat sw3 £1250000 need know remaining lease length first
453,(no subject),can i view the 1 bed in waterloo SE1 listed at 450 pw,Viewing_Request,SE1,£450 pw,view 1 bed waterloo se1 listed 450 pw
455,renting n11,pls book me a viewing for the friern barnet flat £1400 pcm,Viewing_Request,N11,£1400 pcm,pls book viewing friern barnet flat £1400 pcm
457,Purley house viewing,"Dear Sir/Madam, we are very interested in the 4-bed semi-detached in CR8 on your website for £750k. Is Saturday morning possible?",Viewing_Request,CR8,£750k,dear sirmadam interested 4bed semidetached cr8 website £750k saturday morning possible
458,ig2 viewing,hi wanna look at the gants hill flat u have for 1500 pcm. let me know.,Viewing_Request,IG2,1500 pcm,hi wanna look gants hill flat u 1500 pcm let know
460,BR6 let,can me and my mate view the orpington house for 1800 pcm?,Viewing_Request,BR6,1800 pcm,mate view orpington house 1800 pcm
462,Woodford Green Viewing,"To the Sales Team, please register our interest to view the £600,000 terraced house in E18. We have just sold our property STC.",Viewing_Request,E18,"£600,000",sales team please register interest view £600000 terraced house e18 sold property stc
466,(no subject),need a valuation for my leasehold flat in wandsworth SW18. thinking of selling for 450k.,Valuation_Request,SW18,450k,need valuation leasehold flat wandsworth sw18 thinking selling 450k
471,Selling in SE26,"Hello, we are planning to put our semi-detached in Sydenham SE26 on the market. We bought it for £550,000. Could you value it?",Valuation_Request,SE26,"£550,000",hello planning put semidetached sydenham se26 market bought £550000 could value
477,NO HOT WATER E1W,"The boiler has completely stopped working in the Wapping E1W flat! We are paying £2800 pcm for a premium flat, this is a joke. Fix it today!",Maintenance_Issue,E1W,£2800 pcm,boiler completely stopped working wapping e1w flat paying £2800 pcm premium flat joke fix today
489,Offer on SW5 apartment,"Dear Agent, we would like to submit a formal offer of £1,300,000 for the leasehold apartment in Earls Court SW5. We are cash buyers.",Offer_Submission,SW5,"£1,300,000",dear agent would like submit formal offer £1300000 leasehold apartment earls court sw5 cash buyers
490,renting bow e3,hi we loved the flat in E3. offering the asking price of 1700 pcm. can we get the paperwork sorted today?,Offer_Submission,E3,1700 pcm,hi loved flat e3 offering asking price 1700 pcm get paperwork sorted today
491,(no subject),putting in an offer of 850k for the highgate N6 flat. im a first time buyer with mortgage agreed in principle.,Offer_Submission,N6,850k,putting offer 850k highgate n6 flat im first time buyer mortgage agreed principle
492,Offer for SE17,"Good morning, following our viewing, we wish to offer £620,000 for the 2-bed flat in Walworth SE17. We are chain-free.",Offer_Submission,SE17,"£620,000",good morning following viewing wish offer £620000 2bed flat walworth se17 chainfree
493,w14 let offer,offering 2200 pcm for the west kensington W14 flat. ready to pay holding deposit.,Offer_Submission,W14,2200 pcm,offering 2200 pcm west kensington w14 flat ready pay holding deposit
494,Offer Submission - NW10,"Dear Sirs, please put forward our offer of £495,000 for the terraced property in Willesden NW10. Proof of deposit is attached.",Offer_Submission,NW10,"£495,000",dear sirs please put forward offer £495000 terraced property willesden nw10 proof deposit attached
495,ig5 offer,"hi offering 410,000 for the clayhall IG5 house. let me know if vendor accepts.",Offer_Submission,IG5,"410,000",hi offering 410000 clayhall ig5 house let know vendor accepts
496,(no subject),we want the streatham sw16 flat. offering 1400 pcm on a 12 month contract.,Offer_Submission,SW16,1400 pcm,want streatham sw16 flat offering 1400 pcm 12 month contract
497,Manor Park E12 Offer,"Hello, we are prepared to offer £380k for the ex-council flat in E12. We are in a short chain that is almost complete.",Offer_Submission,E12,£380k,hello prepared offer £380k excouncil flat e12 short chain almost complete
498,n18 flat offer,"hi i saw the 2 bed in edmonton N18. offering 365,000 for it as a chain free buyer.",Offer_Submission,N18,"365,000",hi saw 2 bed edmonton n18 offering 365000 chain free buyer
499,FINAL OFFER SE21,"This is my final offer for the Dulwich SE21 house: £950,000. If the vendor wants more, I will look elsewhere. Let me know by 5pm.",Offer_Submission,SE21,"£950,000",final offer dulwich se21 house £950000 vendor wants look elsewhere let know 5pm
500,Corporate Let BR5,"To the Lettings Manager, my company wishes to offer £1900 PCM for a 24-month corporate let on the property in St Mary Cray BR5.",Offer_Submission,BR5,£1900 PCM,lettings manager company wishes offer £1900 pcm 24month corporate let property st mary cray br5
